gene,in_ST,in_scRNA,exact_overlap,case_insensitive_overlap,used_for_formal_overlap
MIR210HG,True,False,False,False,False
MIR2117HG,True,False,False,False,False
MIR217HG,True,False,False,False,False
MIR222HG,True,False,False,False,False
MIR22HG,True,False,False,False,False
MIR29B2CHG,True,False,False,False,False
MIR3142HG,True,False,False,False,False
MIR3150BHG,True,False,False,False,False
MIR34AHG,True,False,False,False,False
MIR3663HG,True,False,False,False,False
MIR3681HG,True,False,False,False,False
MIR381HG,True,False,False,False,False
MIR3945HG,True,False,False,False,False
MIR3976HG,True,False,False,False,False
MIR4290HG,True,False,False,False,False
MIR4300HG,True,False,False,False,False
MIR4307HG,True,False,False,False,False
MIR4422HG,True,False,False,False,False
MIR4432HG,True,False,False,False,False
MIR4435-2HG,True,False,False,False,False
MIR4458HG,True,False,False,False,False
MIR4500HG,True,False,False,False,False
MIR4527HG,True,False,False,False,False
MIR4713HG,True,False,False,False,False
MIR497HG,True,False,False,False,False
MIR503HG,True,False,False,False,False
MIR548A1HG,True,False,False,False,False
MIR548XHG,True,False,False,False,False
MIR5689HG,True,False,False,False,False
MIR583HG,True,False,False,False,False
MIR646HG,True,False,False,False,False
MIR670HG,True,False,False,False,False
MIR7-3HG,True,False,False,False,False
MIR7515HG,True,False,False,False,False
MIR762HG,True,False,False,False,False
MIR9-3HG,True,False,False,False,False
MIR99AHG,True,False,False,False,False
MIRLET7BHG,True,False,False,False,False
MIRLET7DHG,True,False,False,False,False
MIS12,True,False,False,False,False
MIS18A,True,False,False,False,False
MIS18A-AS1,True,False,False,False,False
MIS18BP1,True,True,True,True,True
MISP,True,False,False,False,False
MISP3,True,False,False,False,False
MITD1,True,False,False,False,False
MITF,True,False,False,False,False
MIXL1,True,False,False,False,False
MKI67,True,False,False,False,False
MKKS,True,False,False,False,False
MKL1,True,False,False,False,False
MKL2,True,False,False,False,False
MKLN1,True,False,False,False,False
MKNK1,True,False,False,False,False
MKNK1-AS1,True,False,False,False,False
MKNK2,True,True,True,True,True
MKRN1,True,True,True,True,True
MKRN2,True,False,False,False,False
MKRN2OS,True,False,False,False,False
MKRN3,True,False,False,False,False
MKS1,True,False,False,False,False
MKX,True,False,False,False,False
MKX-AS1,True,False,False,False,False
MLANA,True,False,False,False,False
MLC1,True,False,False,False,False
MLEC,True,True,True,True,True
MLF1,True,False,False,False,False
MLF2,True,True,True,True,True
MLH1,True,False,False,False,False
MLH3,True,False,False,False,False
MLIP,True,False,False,False,False
MLIP-AS1,True,False,False,False,False
MLKL,True,False,False,False,False
MLLT1,True,False,False,False,False
MLLT10,True,False,False,False,False
MLLT11,True,False,False,False,False
MLLT3,True,False,False,False,False
MLLT6,True,False,False,False,False
MLN,True,False,False,False,False
MLNR,True,False,False,False,False
MLPH,True,False,False,False,False
MLST8,True,False,False,False,False
MLX,True,False,False,False,False
MLXIP,True,False,False,False,False
MLXIPL,True,False,False,False,False
MLYCD,True,False,False,False,False
MMAA,True,False,False,False,False
MMAB,True,False,False,False,False
MMACHC,True,False,False,False,False
MMADHC,True,True,True,True,True
MMD,True,False,False,False,False
MMD2,True,False,False,False,False
MME,True,False,False,False,False
MME-AS1,True,False,False,False,False
MMEL1,True,False,False,False,False
MMGT1,True,False,False,False,False
MMP1,True,False,False,False,False
MMP10,True,False,False,False,False
MMP11,True,True,True,True,True
MMP12,True,False,False,False,False
MMP13,True,False,False,False,False
MMP14,True,True,True,True,True
MMP15,True,False,False,False,False
MMP16,True,False,False,False,False
MMP17,True,False,False,False,False
MMP19,True,False,False,False,False
MMP2,True,True,True,True,True
MMP2-AS1,True,False,False,False,False
MMP20,True,False,False,False,False
MMP21,True,False,False,False,False
MMP23B,True,False,False,False,False
MMP24,True,False,False,False,False
MMP24OS,True,False,False,False,False
MMP25,True,False,False,False,False
MMP25-AS1,True,False,False,False,False
MMP26,True,False,False,False,False
MMP27,True,False,False,False,False
MMP28,True,False,False,False,False
MMP3,True,False,False,False,False
MMP7,True,False,False,False,False
MMP8,True,False,False,False,False
MMP9,True,False,False,False,False
MMRN1,True,False,False,False,False
MMRN2,True,False,False,False,False
MMS19,True,False,False,False,False
MMS22L,True,False,False,False,False
MN1,True,False,False,False,False
MNAT1,True,False,False,False,False
MND1,True,False,False,False,False
MNDA,True,False,False,False,False
MNS1,True,False,False,False,False
MNT,True,False,False,False,False
MNX1,True,False,False,False,False
MNX1-AS1,True,False,False,False,False
MNX1-AS2,True,False,False,False,False
MOAP1,True,False,False,False,False
MOB1A,True,True,True,True,True
MOB1B,True,False,False,False,False
MOB2,True,False,False,False,False
MOB3A,True,False,False,False,False
MOB3B,True,False,False,False,False
MOB3C,True,False,False,False,False
MOB4,True,True,True,True,True
MOBP,True,False,False,False,False
MOCOS,True,False,False,False,False
MOCS1,True,False,False,False,False
MOCS2,True,False,False,False,False
MOCS3,True,False,False,False,False
MOG,True,False,False,False,False
MOGAT1,True,False,False,False,False
MOGAT2,True,False,False,False,False
MOGAT3,True,False,False,False,False
MOGS,True,False,False,False,False
MOK,True,False,False,False,False
MON1A,True,False,False,False,False
MON1B,True,False,False,False,False
MON2,True,False,False,False,False
MORC1,True,False,False,False,False
MORC1-AS1,True,False,False,False,False
MORC2,True,False,False,False,False
MORC2-AS1,True,False,False,False,False
MORC3,True,False,False,False,False
MORC4,True,False,False,False,False
MORF4L1,True,True,True,True,True
MORF4L2,True,True,True,True,True
MORF4L2-AS1,True,False,False,False,False
MORN1,True,False,False,False,False
MORN2,True,False,False,False,False
MORN3,True,False,False,False,False
MORN4,True,False,False,False,False
MORN5,True,False,False,False,False
MOS,True,False,False,False,False
MOSMO,True,False,False,False,False
MOSPD1,True,False,False,False,False
MOSPD2,True,False,False,False,False
MOSPD3,True,False,False,False,False
MOV10,True,False,False,False,False
MOV10L1,True,False,False,False,False
MOXD1,True,False,False,False,False
MPC1,True,True,True,True,True
MPC1L,True,False,False,False,False
MPC2,True,True,True,True,True
MPDU1,True,False,False,False,False
MPDZ,True,False,False,False,False
MPEG1,True,False,False,False,False
MPG,True,True,True,True,True
MPHOSPH10,True,False,False,False,False
MPHOSPH6,True,False,False,False,False
MPHOSPH8,True,True,True,True,True
MPHOSPH9,True,False,False,False,False
MPI,True,False,False,False,False
MPIG6B,True,False,False,False,False
MPL,True,False,False,False,False
MPLKIP,True,True,True,True,True
MPND,True,False,False,False,False
MPO,True,False,False,False,False
MPP1,True,False,False,False,False
MPP2,True,False,False,False,False
MPP3,True,False,False,False,False
MPP4,True,False,False,False,False
MPP5,True,False,False,False,False
MPP6,True,False,False,False,False
MPP7,True,False,False,False,False
MPPE1,True,False,False,False,False
MPPED1,True,False,False,False,False
MPPED2,True,False,False,False,False
MPRIP,True,False,False,False,False
MPRIP-AS1,True,False,False,False,False
MPST,True,False,False,False,False
MPV17,True,False,False,False,False
MPV17L,True,False,False,False,False
MPV17L2,True,False,False,False,False
MPZ,True,False,False,False,False
MPZL1,True,False,False,False,False
MPZL2,True,False,False,False,False
MPZL3,True,False,False,False,False
MR1,True,False,False,False,False
MRAP,True,False,False,False,False
MRAP2,True,False,False,False,False
MRAS,True,False,False,False,False
MRC1,True,False,False,False,False
MRC2,True,False,False,False,False
MRE11,True,False,False,False,False
MREG,True,False,False,False,False
MRFAP1,True,False,False,False,False
MRFAP1L1,True,False,False,False,False
MRGBP,True,False,False,False,False
MRGPRD,True,False,False,False,False
MRGPRE,True,False,False,False,False
MRGPRF,True,False,False,False,False
MRGPRF-AS1,True,False,False,False,False
MRGPRG,True,False,False,False,False
MRGPRG-AS1,True,False,False,False,False
MRGPRX1,True,False,False,False,False
MRGPRX2,True,False,False,False,False
MRGPRX3,True,False,False,False,False
MRGPRX4,True,False,False,False,False
MRI1,True,False,False,False,False
MRLN,True,False,False,False,False
MRM1,True,False,False,False,False
MRM2,True,False,False,False,False
MRM3,True,False,False,False,False
MRNIP,True,False,False,False,False
MRO,True,False,False,False,False
MROH1,True,False,False,False,False
MROH2A,True,False,False,False,False
MROH2B,True,False,False,False,False
MROH6,True,False,False,False,False
MROH7,True,False,False,False,False
MROH7-TTC4,True,False,False,False,False
MROH8,True,False,False,False,False
MROH9,True,False,False,False,False
MRPL1,True,False,False,False,False
MRPL10,True,False,False,False,False
MRPL11,True,False,False,False,False
MRPL12,True,False,False,False,False
MRPL13,True,False,False,False,False
MRPL14,True,False,False,False,False
MRPL15,True,False,False,False,False
MRPL16,True,False,False,False,False
MRPL17,True,False,False,False,False
MRPL18,True,False,False,False,False
MRPL19,True,False,False,False,False
MRPL2,True,False,False,False,False
MRPL20,True,False,False,False,False
MRPL21,True,False,False,False,False
MRPL22,True,False,False,False,False
MRPL23,True,False,False,False,False
MRPL23-AS1,True,False,False,False,False
MRPL24,True,False,False,False,False
MRPL27,True,False,False,False,False
MRPL28,True,False,False,False,False
MRPL3,True,False,False,False,False
MRPL30,True,False,False,False,False
MRPL32,True,False,False,False,False
MRPL33,True,False,False,False,False
MRPL34,True,False,False,False,False
MRPL35,True,False,False,False,False
MRPL36,True,False,False,False,False
MRPL37,True,False,False,False,False
MRPL38,True,False,False,False,False
MRPL39,True,False,False,False,False
MRPL4,True,False,False,False,False
MRPL40,True,False,False,False,False
MRPL41,True,False,False,False,False
MRPL42,True,False,False,False,False
MRPL43,True,False,False,False,False
MRPL44,True,False,False,False,False
MRPL45,True,False,False,False,False
MRPL46,True,False,False,False,False
MRPL47,True,False,False,False,False
MRPL48,True,False,False,False,False
MRPL49,True,False,False,False,False
MRPL50,True,False,False,False,False
MRPL51,True,False,False,False,False
MRPL52,True,False,False,False,False
MRPL53,True,False,False,False,False
MRPL54,True,False,False,False,False
MRPL55,True,False,False,False,False
MRPL57,True,False,False,False,False
MRPL58,True,False,False,False,False
MRPL9,True,False,False,False,False
MRPS10,True,False,False,False,False
MRPS11,True,False,False,False,False
MRPS12,True,False,False,False,False
MRPS14,True,False,False,False,False
MRPS15,True,False,False,False,False
MRPS16,True,False,False,False,False
MRPS17,True,False,False,False,False
MRPS18A,True,False,False,False,False
MRPS18B,True,False,False,False,False
MRPS18C,True,False,False,False,False
MRPS2,True,False,False,False,False
MRPS21,True,False,False,False,False
MRPS22,True,False,False,False,False
MRPS23,True,False,False,False,False
MRPS24,True,False,False,False,False
MRPS25,True,False,False,False,False
MRPS26,True,False,False,False,False
MRPS27,True,False,False,False,False
MRPS28,True,False,False,False,False
MRPS30,True,False,False,False,False
MRPS30-DT,True,False,False,False,False
MRPS31,True,False,False,False,False
MRPS33,True,False,False,False,False
MRPS34,True,False,False,False,False
MRPS35,True,False,False,False,False
MRPS36,True,False,False,False,False
MRPS5,True,False,False,False,False
MRPS6,True,False,False,False,False
MRPS7,True,False,False,False,False
MRPS9,True,False,False,False,False
MRRF,True,False,False,False,False
MRS2,True,False,False,False,False
MRTO4,True,False,False,False,False
MRVI1,True,False,False,False,False
MRVI1-AS1,True,False,False,False,False
MS4A1,True,True,True,True,True
MS4A10,True,False,False,False,False
MS4A12,True,False,False,False,False
MS4A13,True,False,False,False,False
MS4A14,True,False,False,False,False
MS4A15,True,False,False,False,False
MS4A18,True,False,False,False,False
MS4A2,True,False,False,False,False
MS4A3,True,False,False,False,False
MS4A4A,True,False,False,False,False
MS4A4E,True,False,False,False,False
MS4A5,True,False,False,False,False
MS4A6A,True,True,True,True,True
MS4A6E,True,False,False,False,False
MS4A7,True,False,False,False,False
MS4A8,True,False,False,False,False
MSANTD1,True,False,False,False,False
MSANTD2,True,False,False,False,False
MSANTD3,True,False,False,False,False
MSANTD3-TMEFF1,True,False,False,False,False
MSANTD4,True,False,False,False,False
MSC,True,False,False,False,False
MSC-AS1,True,False,False,False,False
MSGN1,True,False,False,False,False
MSH2,True,False,False,False,False
MSH3,True,False,False,False,False
MSH4,True,False,False,False,False
MSH5,True,False,False,False,False
MSH5-SAPCD1,True,False,False,False,False
MSH6,True,False,False,False,False
MSI1,True,False,False,False,False
MSI2,True,False,False,False,False
MSL1,True,False,False,False,False
MSL2,True,False,False,False,False
MSL3,True,False,False,False,False
MSLN,True,False,False,False,False
MSLNL,True,False,False,False,False
MSMB,True,False,False,False,False
MSMO1,True,False,False,False,False
MSMP,True,False,False,False,False
MSN,True,True,True,True,True
MSR1,True,False,False,False,False
MSRA,True,False,False,False,False
MSRB1,True,False,False,False,False
MSRB2,True,False,False,False,False
MSRB3,True,False,False,False,False
MSS51,True,False,False,False,False
MST1,True,False,False,False,False
MST1R,True,False,False,False,False
MSTN,True,False,False,False,False
MSTO1,True,False,False,False,False
MSX1,True,False,False,False,False
MSX2,True,False,False,False,False
MT1A,True,False,False,False,False
MT1B,True,False,False,False,False
MT1E,True,True,True,True,True
MT1F,True,False,False,False,False
MT1G,True,False,False,False,False
MT1H,True,False,False,False,False
MT1HL1,True,False,False,False,False
MT1M,True,False,False,False,False
MT1X,True,True,True,True,True
MT2A,True,True,True,True,True
MT3,True,False,False,False,False
MT4,True,False,False,False,False
MTA1,True,False,False,False,False
MTA2,True,False,False,False,False
MTA3,True,False,False,False,False
MTAP,True,False,False,False,False
MTBP,True,False,False,False,False
MTCH1,True,True,True,True,True
MTCH2,True,False,False,False,False
MTCL1,True,False,False,False,False
MTCP1,True,False,False,False,False
MTDH,True,True,True,True,True
MTERF1,True,False,False,False,False
MTERF2,True,False,False,False,False
MTERF3,True,False,False,False,False
MTERF4,True,False,False,False,False
MTF1,True,False,False,False,False
MTF2,True,False,False,False,False
MTFMT,True,False,False,False,False
MTFP1,True,False,False,False,False
MTFR1,True,False,False,False,False
MTFR1L,True,False,False,False,False
MTFR2,True,False,False,False,False
MTG1,True,False,False,False,False
MTG2,True,False,False,False,False
MTHFD1,True,False,False,False,False
MTHFD1L,True,False,False,False,False
MTHFD2,True,True,True,True,True
MTHFD2L,True,False,False,False,False
MTHFR,True,False,False,False,False
MTHFS,True,False,False,False,False
MTHFSD,True,False,False,False,False
MTIF2,True,False,False,False,False
MTIF3,True,False,False,False,False
MTM1,True,False,False,False,False
MTMR1,True,False,False,False,False
MTMR10,True,False,False,False,False
MTMR11,True,False,False,False,False
MTMR12,True,False,False,False,False
MTMR14,True,False,False,False,False
MTMR2,True,False,False,False,False
MTMR3,True,False,False,False,False
MTMR4,True,False,False,False,False
MTMR6,True,False,False,False,False
MTMR7,True,False,False,False,False
MTMR8,True,False,False,False,False
MTMR9,True,False,False,False,False
MTNR1A,True,False,False,False,False
MTNR1B,True,False,False,False,False
MTO1,True,False,False,False,False
MTOR,True,False,False,False,False
MTOR-AS1,True,False,False,False,False
MTPAP,True,False,False,False,False
MTPN,True,True,True,True,True
MTR,True,False,False,False,False
MTREX,True,False,False,False,False
MTRF1,True,False,False,False,False
MTRF1L,True,False,False,False,False
MTRNR2L1,True,False,False,False,False
MTRNR2L10,True,False,False,False,False
MTRNR2L11,True,False,False,False,False
MTRNR2L12,True,False,False,False,False
MTRNR2L13,True,False,False,False,False
MTRNR2L3,True,False,False,False,False
MTRNR2L4,True,False,False,False,False
MTRNR2L5,True,False,False,False,False
MTRNR2L6,True,False,False,False,False
MTRNR2L7,True,False,False,False,False
MTRNR2L8,True,True,True,True,True
MTRR,True,False,False,False,False
MTSS1,True,False,False,False,False
MTSS1L,True,False,False,False,False
MTTP,True,False,False,False,False
MTURN,True,False,False,False,False
MTUS1,True,False,False,False,False
MTUS2,True,False,False,False,False
MTUS2-AS1,True,False,False,False,False
MTUS2-AS2,True,False,False,False,False
MTX1,True,False,False,False,False
MTX2,True,False,False,False,False
MTX3,True,False,False,False,False
MUC1,True,False,False,False,False
MUC12,True,False,False,False,False
MUC13,True,False,False,False,False
MUC15,True,False,False,False,False
MUC16,True,False,False,False,False
MUC17,True,False,False,False,False
MUC19,True,False,False,False,False
MUC2,True,False,False,False,False
MUC20,True,False,False,False,False
MUC20-OT1,True,False,False,False,False
MUC21,True,False,False,False,False
MUC22,True,False,False,False,False
MUC3A,True,False,False,False,False
MUC4,True,False,False,False,False
MUC5AC,True,False,False,False,False
MUC5B,True,False,False,False,False
MUC6,True,False,False,False,False
MUC7,True,False,False,False,False
MUCL1,True,True,True,True,True
MUCL3,True,False,False,False,False
MUL1,True,False,False,False,False
MUM1,True,False,False,False,False
MUM1L1,True,False,False,False,False
MUS81,True,False,False,False,False
MUSK,True,False,False,False,False
MUSTN1,True,False,False,False,False
MUT,True,False,False,False,False
MUTYH,True,False,False,False,False
MVB12A,True,False,False,False,False
MVB12B,True,False,False,False,False
MVD,True,False,False,False,False
MVK,True,False,False,False,False
MVP,True,False,False,False,False
MX1,True,False,False,False,False
MX2,True,False,False,False,False
MXD1,True,False,False,False,False
MXD3,True,False,False,False,False
MXD4,True,False,False,False,False
MXI1,True,False,False,False,False
MXRA5,True,False,False,False,False
MXRA7,True,False,False,False,False
MXRA8,True,True,True,True,True
MYADM,True,True,True,True,True
MYADML2,True,False,False,False,False
MYB,True,False,False,False,False
MYB-AS1,True,False,False,False,False
MYBBP1A,True,False,False,False,False
MYBL1,True,False,False,False,False
MYBL2,True,False,False,False,False
MYBPC1,True,False,False,False,False
MYBPC2,True,False,False,False,False
MYBPC3,True,False,False,False,False
MYBPH,True,False,False,False,False
MYBPHL,True,False,False,False,False
MYC,True,True,True,True,True
MYCBP,True,False,False,False,False
MYCBP2,True,True,True,True,True
MYCBPAP,True,False,False,False,False
MYCL,True,False,False,False,False
MYCN,True,False,False,False,False
MYCNOS,True,False,False,False,False
MYCNUT,True,False,False,False,False
MYCT1,True,False,False,False,False
MYD88,True,False,False,False,False
MYDGF,True,True,True,True,True
MYEF2,True,False,False,False,False
MYEOV,True,False,False,False,False
MYF5,True,False,False,False,False
MYF6,True,False,False,False,False
MYH1,True,False,False,False,False
MYH10,True,False,False,False,False
MYH11,True,False,False,False,False
MYH13,True,False,False,False,False
MYH14,True,False,False,False,False
MYH15,True,False,False,False,False
MYH2,True,False,False,False,False
MYH3,True,False,False,False,False
MYH4,True,False,False,False,False
MYH6,True,False,False,False,False
MYH7,True,False,False,False,False
MYH7B,True,False,False,False,False
MYH8,True,False,False,False,False
MYH9,True,True,True,True,True
MYHAS,True,False,False,False,False
MYL1,True,False,False,False,False
MYL10,True,False,False,False,False
MYL12A,True,True,True,True,True
MYL12B,True,True,True,True,True
MYL2,True,False,False,False,False
MYL3,True,False,False,False,False
MYL4,True,False,False,False,False
MYL5,True,False,False,False,False
MYL6,True,False,False,False,False
MYL6B,True,False,False,False,False
MYL7,True,False,False,False,False
MYL9,True,True,True,True,True
MYLIP,True,True,True,True,True
MYLK,True,True,True,True,True
MYLK-AS1,True,False,False,False,False
MYLK-AS2,True,False,False,False,False
MYLK2,True,False,False,False,False
MYLK3,True,False,False,False,False
MYLK4,True,False,False,False,False
MYLPF,True,False,False,False,False
MYMK,True,False,False,False,False
MYMX,True,False,False,False,False
MYNN,True,False,False,False,False
MYO10,True,False,False,False,False
MYO15A,True,False,False,False,False
MYO15B,True,False,False,False,False
MYO16,True,False,False,False,False
MYO16-AS1,True,False,False,False,False
MYO16-AS2,True,False,False,False,False
MYO18A,True,False,False,False,False
MYO18B,True,False,False,False,False
MYO19,True,False,False,False,False
MYO1A,True,False,False,False,False
MYO1B,True,False,False,False,False
MYO1C,True,False,False,False,False
MYO1D,True,False,False,False,False
MYO1E,True,False,False,False,False
MYO1F,True,False,False,False,False
MYO1G,True,False,False,False,False
MYO1H,True,False,False,False,False
MYO3A,True,False,False,False,False
MYO3B,True,False,False,False,False
MYO5A,True,False,False,False,False
MYO5B,True,False,False,False,False
MYO5C,True,False,False,False,False
MYO6,True,False,False,False,False
MYO7A,True,False,False,False,False
MYO7B,True,False,False,False,False
MYO9A,True,False,False,False,False
MYO9B,True,False,False,False,False
MYOC,True,False,False,False,False
MYOCD,True,False,False,False,False
MYOCOS,True,False,False,False,False
MYOD1,True,False,False,False,False
MYOF,True,False,False,False,False
MYOG,True,False,False,False,False
MYOM1,True,False,False,False,False
MYOM2,True,False,False,False,False
MYOM3,True,False,False,False,False
MYORG,True,False,False,False,False
MYOSLID,True,False,False,False,False
MYOT,True,False,False,False,False
MYOZ1,True,False,False,False,False
MYOZ2,True,False,False,False,False
MYOZ3,True,False,False,False,False
MYPN,True,False,False,False,False
MYPOP,True,False,False,False,False
MYRF,True,False,False,False,False
MYRFL,True,False,False,False,False
MYRIP,True,False,False,False,False
MYSM1,True,False,False,False,False
MYT1,True,False,False,False,False
MYT1L,True,False,False,False,False
MYT1L-AS1,True,False,False,False,False
MYZAP,True,False,False,False,False
MZB1,True,True,True,True,True
MZF1,True,False,False,False,False
MZF1-AS1,True,False,False,False,False
MZT1,True,False,False,False,False
MZT2A,True,False,False,False,False
MZT2B,True,False,False,False,False
N4BP1,True,False,False,False,False
N4BP2,True,False,False,False,False
N4BP2L1,True,False,False,False,False
N4BP2L2,True,True,True,True,True
N4BP3,True,False,False,False,False
N6AMT1,True,False,False,False,False
NAA10,True,False,False,False,False
NAA11,True,False,False,False,False
NAA15,True,False,False,False,False
NAA16,True,False,False,False,False
NAA20,True,True,True,True,True
NAA25,True,False,False,False,False
NAA30,True,False,False,False,False
NAA35,True,False,False,False,False
NAA38,True,True,True,True,True
NAA40,True,False,False,False,False
NAA50,True,True,True,True,True
NAA60,True,False,False,False,False
NAA80,True,False,False,False,False
NAAA,True,False,False,False,False
NAALAD2,True,False,False,False,False
NAALADL1,True,False,False,False,False
NAALADL2,True,False,False,False,False
NAALADL2-AS1,True,False,False,False,False
NAALADL2-AS2,True,False,False,False,False
NAB1,True,False,False,False,False
NAB2,True,False,False,False,False
NABP1,True,True,True,True,True
NABP2,True,False,False,False,False
NACA,True,False,False,False,False
NACA2,True,False,False,False,False
NACAD,True,False,False,False,False
NACC1,True,False,False,False,False
NACC2,True,False,False,False,False
NADK,True,False,False,False,False
NADK2,True,False,False,False,False
NADK2-AS1,True,False,False,False,False
NADSYN1,True,False,False,False,False
NAE1,True,False,False,False,False
NAF1,True,False,False,False,False
NAGA,True,False,False,False,False
NAGK,True,False,False,False,False
NAGLU,True,False,False,False,False
NAGPA,True,False,False,False,False
NAGPA-AS1,True,False,False,False,False
NAGS,True,False,False,False,False
NAIF1,True,False,False,False,False
NAIP,True,False,False,False,False
NALCN,True,False,False,False,False
NALCN-AS1,True,False,False,False,False
NALT1,True,False,False,False,False
NAMPT,True,True,True,True,True
NANOG,True,False,False,False,False
NANOGNB,True,False,False,False,False
NANOGP11,True,False,False,False,False
NANOGP8,True,False,False,False,False
NANOS1,True,False,False,False,False
NANOS2,True,False,False,False,False
NANOS3,True,False,False,False,False
NANP,True,False,False,False,False
NANS,True,True,True,True,True
NAP1L1,True,False,False,False,False
NAP1L2,True,False,False,False,False
NAP1L3,True,False,False,False,False
NAP1L4,True,True,True,True,True
NAP1L5,True,False,False,False,False
NAPA,True,True,True,True,True
NAPA-AS1,True,False,False,False,False
NAPB,True,False,False,False,False
NAPEPLD,True,False,False,False,False
NAPG,True,False,False,False,False
NAPRT,True,False,False,False,False
NAPSA,True,False,False,False,False
NARF,True,True,True,True,True
NARF-AS1,True,False,False,False,False
NARFL,True,False,False,False,False
NARS,True,False,False,False,False
NARS2,True,False,False,False,False
NASP,True,True,True,True,True
NAT1,True,False,False,False,False
NAT10,True,False,False,False,False
NAT14,True,False,False,False,False
NAT16,True,False,False,False,False
NAT2,True,False,False,False,False
NAT8,True,False,False,False,False
NAT8L,True,False,False,False,False
NAT9,True,False,False,False,False
NATD1,True,False,False,False,False
NAV1,True,False,False,False,False
NAV2,True,False,False,False,False
NAV2-AS1,True,False,False,False,False
NAV2-AS2,True,False,False,False,False
NAV2-AS3,True,False,False,False,False
NAV2-AS4,True,False,False,False,False
NAV2-AS5,True,False,False,False,False
NAV3,True,False,False,False,False
NAXD,True,False,False,False,False
NAXE,True,False,False,False,False
NBAS,True,False,False,False,False
NBAT1,True,False,False,False,False
NBDY,True,False,False,False,False
NBEA,True,False,False,False,False
NBEAL1,True,True,True,True,True
NBEAL2,True,False,False,False,False
NBL1,True,False,False,False,False
NBN,True,False,False,False,False
NBPF1,True,False,False,False,False
NBPF10,True,False,False,False,False
NBPF11,True,False,False,False,False
NBPF12,True,False,False,False,False
NBPF14,True,False,False,False,False
NBPF15,True,False,False,False,False
NBPF19,True,False,False,False,False
NBPF20,True,False,False,False,False
NBPF26,True,False,False,False,False
NBPF3,True,False,False,False,False
NBPF4,True,False,False,False,False
NBPF6,True,False,False,False,False
NBPF9,True,False,False,False,False
NBR1,True,False,False,False,False
NCALD,True,False,False,False,False
NCAM1,True,False,False,False,False
NCAM1-AS1,True,False,False,False,False
NCAM2,True,False,False,False,False
NCAN,True,False,False,False,False
NCAPD2,True,False,False,False,False
NCAPD3,True,False,False,False,False
NCAPG,True,False,False,False,False
NCAPG2,True,False,False,False,False
NCAPH,True,False,False,False,False
NCAPH2,True,False,False,False,False
NCBP1,True,False,False,False,False
NCBP2,True,False,False,False,False
NCBP2-AS1,True,False,False,False,False
NCBP2-AS2,True,False,False,False,False
NCBP2L,True,False,False,False,False
NCBP3,True,False,False,False,False
NCCRP1,True,False,False,False,False
NCDN,True,False,False,False,False
NCEH1,True,False,False,False,False
NCF1,True,True,True,True,True
NCF2,True,False,False,False,False
NCF4,True,False,False,False,False
NCF4-AS1,True,False,False,False,False
NCK1,True,False,False,False,False
NCK1-DT,True,False,False,False,False
NCK2,True,False,False,False,False
NCKAP1,True,False,False,False,False
NCKAP1L,True,False,False,False,False
NCKAP5,True,False,False,False,False
NCKAP5L,True,False,False,False,False
NCKIPSD,True,False,False,False,False
NCL,True,True,True,True,True
NCLN,True,False,False,False,False
NCMAP,True,False,False,False,False
NCOA1,True,False,False,False,False
NCOA2,True,False,False,False,False
NCOA3,True,False,False,False,False
NCOA4,True,False,False,False,False
NCOA5,True,False,False,False,False
NCOA6,True,False,False,False,False
NCOA7,True,True,True,True,True
NCOA7-AS1,True,False,False,False,False
NCOR1,True,True,True,True,True
NCOR2,True,False,False,False,False
NCR1,True,False,False,False,False
NCR2,True,False,False,False,False
NCR3,True,False,False,False,False
NCR3LG1,True,False,False,False,False
NCS1,True,False,False,False,False
NCSTN,True,False,False,False,False
NDC1,True,False,False,False,False
NDC80,True,False,False,False,False
NDE1,True,False,False,False,False
NDEL1,True,False,False,False,False
NDFIP1,True,True,True,True,True
NDFIP2,True,False,False,False,False
NDFIP2-AS1,True,False,False,False,False
NDN,True,False,False,False,False
NDNF,True,False,False,False,False
NDOR1,True,False,False,False,False
NDP,True,False,False,False,False
NDP-AS1,True,False,False,False,False
NDRG1,True,False,False,False,False
NDRG2,True,False,False,False,False
NDRG3,True,False,False,False,False
NDRG4,True,False,False,False,False
NDST1,True,False,False,False,False
NDST1-AS1,True,False,False,False,False
NDST2,True,False,False,False,False
NDST3,True,False,False,False,False
NDST4,True,False,False,False,False
NDUFA1,True,True,True,True,True
NDUFA10,True,True,True,True,True
NDUFA11,True,True,True,True,True
NDUFA12,True,True,True,True,True
NDUFA13,True,True,True,True,True
NDUFA2,True,True,True,True,True
NDUFA3,True,True,True,True,True
NDUFA4,True,True,True,True,True
NDUFA4L2,True,True,True,True,True
NDUFA5,True,False,False,False,False
NDUFA6,True,True,True,True,True
NDUFA7,True,False,False,False,False
NDUFA8,True,False,False,False,False
NDUFA9,True,False,False,False,False
NDUFAB1,True,True,True,True,True
NDUFAF1,True,False,False,False,False
NDUFAF2,True,False,False,False,False
NDUFAF3,True,True,True,True,True
NDUFAF4,True,False,False,False,False
NDUFAF5,True,False,False,False,False
NDUFAF6,True,False,False,False,False
NDUFAF7,True,False,False,False,False
NDUFAF8,True,False,False,False,False
NDUFB1,True,False,False,False,False
NDUFB10,True,True,True,True,True
NDUFB11,True,True,True,True,True
NDUFB2,True,True,True,True,True
NDUFB2-AS1,True,False,False,False,False
