record_id	asset_class	relative_path	filename	file_extension	byte_size	sha1	release_status	redistribution_class	formal_role	linked_figure_or_analysis	source_or_generator	notes
T4H-0385	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0115_baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	SV-0115_baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	.csv	632491	a1170b70766e0659ce45901c273c986f696eff18	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	baseline endpoint evaluation source values	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	Quantitative derivative only; no provider raw matrix.
T4H-0386	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0116_baseline_output_parse_report.csv	SV-0116_baseline_output_parse_report.csv	.csv	959	3902a239830b57cfa835353212a826e4824c0917	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	baseline endpoint evaluation source values	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_output_parse_report.csv	Quantitative derivative only; no provider raw matrix.
T4H-0387	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0117_baseline_positive_spot_nonimmune_label_breakdown.csv	SV-0117_baseline_positive_spot_nonimmune_label_breakdown.csv	.csv	837	8d47fa536ef9fcd86273233d6f04fa5cbaa4f96f	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	baseline endpoint evaluation source values	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_positive_spot_nonimmune_label_breakdown.csv	Quantitative derivative only; no provider raw matrix.
T4H-0388	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0118_baseline_spot_universe_alignment.csv	SV-0118_baseline_spot_universe_alignment.csv	.csv	317	584faea556a00d1aa1a1ab73841daf2bf96bfcd5	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	baseline endpoint evaluation source values	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_spot_universe_alignment.csv	Quantitative derivative only; no provider raw matrix.
T4H-0389	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0119_manifest.csv	SV-0119_manifest.csv	.csv	12179	0de2972053c2e5abb35bcdfe4388c08119ec4a3d	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	baseline endpoint evaluation source values	Fig. 5 CTA endpoint results	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/manifest.csv	Quantitative derivative only; no provider raw matrix.
T4H-0390	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0120_baseline_svtuner_endpoint_comparison_by_spot.csv	SV-0120_baseline_svtuner_endpoint_comparison_by_spot.csv	.csv	379852	0bad6b559563d7a47af9572dcc8f74f05caee932	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_endpoint_comparison_by_spot.csv	Quantitative derivative only; no provider raw matrix.
T4H-0391	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0121_baseline_svtuner_metric_comparison.csv	SV-0121_baseline_svtuner_metric_comparison.csv	.csv	776	237731e67a05cf92ce03f9d46c7aa05104945777	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_metric_comparison.csv	Quantitative derivative only; no provider raw matrix.
T4H-0392	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0122_binary_withheld_endpoint_contingency.csv	SV-0122_binary_withheld_endpoint_contingency.csv	.csv	95	2033f211e8c6b59cd0a940c6688e9e2f627198f6	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_endpoint_contingency.csv	Quantitative derivative only; no provider raw matrix.
T4H-0393	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0123_binary_withheld_enrichment_summary.csv	SV-0123_binary_withheld_enrichment_summary.csv	.csv	418	510256079a324efc67c124fd278d8a71f7419102	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_enrichment_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0394	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0124_contradiction_prevention_spots.csv	SV-0124_contradiction_prevention_spots.csv	.csv	22927	305604d54a3b2b18bb838fc23abc46e5f00d40de	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_spots.csv	Quantitative derivative only; no provider raw matrix.
T4H-0395	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0125_contradiction_prevention_summary.csv	SV-0125_contradiction_prevention_summary.csv	.csv	394	64b3e53aec8cad41072065623fcb22f2a5550052	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0396	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0126_endpoint_analysis_set_qc.csv	SV-0126_endpoint_analysis_set_qc.csv	.csv	370	7291cb6a2012faff93915497f6f683fac9a569ab	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_analysis_set_qc.csv	Quantitative derivative only; no provider raw matrix.
T4H-0397	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0127_endpoint_concordant_interpretation_by_spot.csv	SV-0127_endpoint_concordant_interpretation_by_spot.csv	.csv	321142	a344ac235096403e957055b0e80fa30687608279	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_by_spot.csv	Quantitative derivative only; no provider raw matrix.
T4H-0398	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0128_endpoint_concordant_interpretation_summary.csv	SV-0128_endpoint_concordant_interpretation_summary.csv	.csv	282	530de0ff2905f35c8b2c52ea1046a72324d7d15f	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0399	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0129_endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	SV-0129_endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	.csv	474	864dd074c15aa5f9468be78ccfa1ae9c4cd48db1	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0400	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0130_figure_manifest.csv	SV-0130_figure_manifest.csv	.csv	2509	85b5306f043c87267ea32fbc96372e5d87d84795	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/figure_manifest.csv	Quantitative derivative only; no provider raw matrix.
T4H-0401	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0131_gene_count_audit.csv	SV-0131_gene_count_audit.csv	.csv	659	83137d595d47987f7ca429d91d625f6156a874ae	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/gene_count_audit.csv	Quantitative derivative only; no provider raw matrix.
T4H-0402	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0132_manifest.csv	SV-0132_manifest.csv	.csv	7175	88fcd8e00a948a2a2c3cfe0e41f129b7865447c4	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/manifest.csv	Quantitative derivative only; no provider raw matrix.
T4H-0403	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0133_phase5_baseline_anchor_import_qc.csv	SV-0133_phase5_baseline_anchor_import_qc.csv	.csv	246	3229c34ff10a4294800111d10dc1d6e8369b7d49	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase5_baseline_anchor_import_qc.csv	Quantitative derivative only; no provider raw matrix.
T4H-0404	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0134_phase7_svtuner_raw_output_import_qc.csv	SV-0134_phase7_svtuner_raw_output_import_qc.csv	.csv	246	2abe53b6b8335cb7d73c23839b658d0a1d8d178e	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase7_svtuner_raw_output_import_qc.csv	Quantitative derivative only; no provider raw matrix.
T4H-0405	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0135_phase8_input_qc.csv	SV-0135_phase8_input_qc.csv	.csv	467	f0c15b0b53d50f8cb00a05c86f4ecd808b35d564	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase8_input_qc.csv	Quantitative derivative only; no provider raw matrix.
T4H-0406	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0136_spatial_overlap_summary.csv	SV-0136_spatial_overlap_summary.csv	.csv	708	cf74a0e481d297e4cd2e3ba95d291001add88ac5	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/spatial_overlap_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0407	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0137_svtuner_endpoint_score_by_spot.csv	SV-0137_svtuner_endpoint_score_by_spot.csv	.csv	588415	4dc505412f9ed5a7de24221e6d63a26abef281e5	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/svtuner_endpoint_score_by_spot.csv	Quantitative derivative only; no provider raw matrix.
T4H-0408	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0138_withheld_enrichment_summary.csv	SV-0138_withheld_enrichment_summary.csv	.csv	579	89a9c9f930dfa0345930050b593dce2f46325319	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_enrichment_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0409	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0139_withheld_pr_curve.csv	SV-0139_withheld_pr_curve.csv	.csv	107756	8bd847270a3dc67bb12fa80e5ae16cc38ffc454e	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_pr_curve.csv	Quantitative derivative only; no provider raw matrix.
T4H-0410	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0140_withheld_roc_curve.csv	SV-0140_withheld_roc_curve.csv	.csv	13023	aa6de914a2e17c4abdcda6cacdd37031748493f7	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	SVTuner endpoint comparison, binary withholding and curve values	Fig. 5 binary-withholding table	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/withheld_roc_curve.csv	Quantitative derivative only; no provider raw matrix.
T4H-0411	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0141_excluded_endpoint_360_spots.csv	SV-0141_excluded_endpoint_360_spots.csv	.csv	161473	2022b97d475f9a83ecbb14e2ed3a6a8fe47274ca	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	formal Fig. 5B analysis set and ROC/PR source values	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/excluded_endpoint_360_spots.csv	Quantitative derivative only; no provider raw matrix.
T4H-0412	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0142_formal_analysis_1888_spots.csv	SV-0142_formal_analysis_1888_spots.csv	.csv	800314	9cab1a14a3d6f43c7aef2153ddfc7f212eecc6f7	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	formal Fig. 5B analysis set and ROC/PR source values	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/formal_analysis_1888_spots.csv	Quantitative derivative only; no provider raw matrix.
T4H-0413	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0143_precision_recall_curve.csv	SV-0143_precision_recall_curve.csv	.csv	116103	c549097da29cd77554643b3b34333d45195eae72	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	formal Fig. 5B analysis set and ROC/PR source values	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/precision_recall_curve.csv	Quantitative derivative only; no provider raw matrix.
T4H-0414	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0144_roc_curve.csv	SV-0144_roc_curve.csv	.csv	13848	268a8fa4e14699666efcd73814f4c2be400de14e	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	formal Fig. 5B analysis set and ROC/PR source values	Fig. 5 AUROC and average precision	visualizations/bioapp_experiment/fig5b_auprc_formal_audit/roc_curve.csv	Quantitative derivative only; no provider raw matrix.
T4H-0415	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0145_phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	SV-0145_phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	.csv	992282	cc6b729faca0aa45be77f3f3759d04a6a99aed7f	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_frozen_morphology_domain_and_boundary_by_spot.csv	Quantitative derivative only; no provider raw matrix.
T4H-0416	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0146_phase_d0_interface_band_by_domain.csv	SV-0146_phase_d0_interface_band_by_domain.csv	.csv	274	d32b59c5a7b9d6b37b45957345c5544f302b232f	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d0_morphology_domain_boundary_freeze/phase_d0_interface_band_by_domain.csv	Quantitative derivative only; no provider raw matrix.
T4H-0417	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0147_panel_g_morphology_domain_concordance_summary.csv	SV-0147_panel_g_morphology_domain_concordance_summary.csv	.csv	780	17acd78568612323892eacb513baf44312e77754	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_g_morphology_domain_concordance_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0418	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0148_panel_h_tumor_stroma_interface_topology_summary.csv	SV-0148_panel_h_tumor_stroma_interface_topology_summary.csv	.csv	968	70e011aa5ae9048fa58d3d871c5a51cab30f8d4b	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/panel_h_tumor_stroma_interface_topology_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0419	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0149_phase_d1_downstream_analysis_by_spot.csv	SV-0149_phase_d1_downstream_analysis_by_spot.csv	.csv	1581872	b421fec935ca11698ff4aaebd1e803106856343a	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d1_morphology_and_interface_analysis/phase_d1_downstream_analysis_by_spot.csv	Quantitative derivative only; no provider raw matrix.
T4H-0420	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0150_bootstrap_results.csv	SV-0150_bootstrap_results.csv	.csv	3169	7a41791f272f1b272cfdd1edfdf1dce57e1181ce	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/bootstrap_results.csv	Quantitative derivative only; no provider raw matrix.
T4H-0421	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0151_panel_g_statistics.csv	SV-0151_panel_g_statistics.csv	.csv	1085	4a78e758575a9c1adbee4e2b29a80f30e641e9b0	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_g_statistics.csv	Quantitative derivative only; no provider raw matrix.
T4H-0422	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0152_panel_h_statistics.csv	SV-0152_panel_h_statistics.csv	.csv	1349	ba410a149034f24b8311d9dd5a7314de65aaab28	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/panel_h_statistics.csv	Quantitative derivative only; no provider raw matrix.
T4H-0423	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0153_permutation_results.csv	SV-0153_permutation_results.csv	.csv	651853	5d716a79fc3d098baafff765e836c71629107644	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d2_statistical_strengthening/permutation_results.csv	Quantitative derivative only; no provider raw matrix.
T4H-0424	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0154_bootstrap_results.csv	SV-0154_bootstrap_results.csv	.csv	1936	8e39d8ae5399b5d37ff357144ce83808bde787e4	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/bootstrap_results.csv	Quantitative derivative only; no provider raw matrix.
T4H-0425	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0155_moran_statistics.csv	SV-0155_moran_statistics.csv	.csv	294	607326d839f5dc4f406e9762008f43c46ac01c3d	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/moran_statistics.csv	Quantitative derivative only; no provider raw matrix.
T4H-0426	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0156_neighbor_enrichment.csv	SV-0156_neighbor_enrichment.csv	.csv	1640	69aae9775488aa7d1ef6d138eb2e8d2512b7a2c2	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/neighbor_enrichment.csv	Quantitative derivative only; no provider raw matrix.
T4H-0427	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0157_niche_assignment.csv	SV-0157_niche_assignment.csv	.csv	235429	4d53f58dadeb7338a537e263b8cbcb6acb22e58c	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_assignment.csv	Quantitative derivative only; no provider raw matrix.
T4H-0428	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0158_niche_statistics.csv	SV-0158_niche_statistics.csv	.csv	438	9200b0648d9747892c91f18f4bc59e50b40e1331	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_statistics.csv	Quantitative derivative only; no provider raw matrix.
T4H-0429	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0159_niche_summary.csv	SV-0159_niche_summary.csv	.csv	1039	ec3bb9e92845d7160888488284532d2a388835e6	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/niche_summary.csv	Quantitative derivative only; no provider raw matrix.
T4H-0430	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0160_permutation_results.csv	SV-0160_permutation_results.csv	.csv	1422479	46f96282af329a3d78ad2d1e269fb626d70decb9	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/permutation_results.csv	Quantitative derivative only; no provider raw matrix.
T4H-0431	SOURCE_VALUE_TABLE	reproducibility_release/release_candidate_v1.0/source_values/SV-0161_spot_microenvironment_table.csv	SV-0161_spot_microenvironment_table.csv	.csv	562991	b45ac89f5c8bbb0b0c2cb1e326d8023451acfef4	INCLUDED_RELEASE_CANDIDATE	PROJECT_GENERATED_REDISTRIBUTABLE	morphology/interface/microenvironment source values	Fig. 5 morphology, interface and microenvironment analyses	visualizations/bioapp_experiment/bioapp_downstream_phase_d3_microenvironment_context_validation/spot_microenvironment_table.csv	Quantitative derivative only; no provider raw matrix.
T4H-0432	AUDIT_OR_PROVENANCE_RECORD	reproducibility_release/release_candidate_v1.0/audit_summaries/AUD-0001_README.md	AUD-0001_README.md	.md	2013	cd261b4a2df55e1a606c40374a63afa1c81630eb	INCLUDED_RELEASE_CANDIDATE	METADATA_ONLY	final decision/evidence record	dataset/experiment/software/Fig. 2/Fig. 5/release audit	visualizations/manuscript_audits/dataset_provenance_formal_audit/README.md	
